"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","RADIOEQT","TOT","1000000HAB","A","2005",2.23,
"LVA","RADIOEQT","TOT","1000000HAB","A","2006",3.61,
"LVA","RADIOEQT","TOT","1000000HAB","A","2007",3.64,
"LVA","RADIOEQT","TOT","1000000HAB","A","2008",4.13,
"LVA","RADIOEQT","TOT","1000000HAB","A","2009",2.33,
"LVA","RADIOEQT","TOT","1000000HAB","A","2010",3.81,
"LVA","RADIOEQT","TOT","1000000HAB","A","2011",3.88,
"LVA","RADIOEQT","TOT","1000000HAB","A","2012",3.93,
"LVA","RADIOEQT","TOT","1000000HAB","A","2013",3.97,
"LVA","RADIOEQT","TOT","1000000HAB","A","2014",4.01,
"LVA","RADIOEQT","TOT","1000000HAB","A","2015",4.05,
"LVA","RADIOEQT","TOT","1000000HAB","A","2016",5.1,
"LVA","RADIOEQT","TOT","1000000HAB","A","2017",5.15,
"LVA","RADIOEQT","TOT","1000000HAB","A","2018",5.71,
"LTU","RADIOEQT","TOT","1000000HAB","A","2005",7.22,
"LTU","RADIOEQT","TOT","1000000HAB","A","2006",7.65,
"LTU","RADIOEQT","TOT","1000000HAB","A","2007",4.64,"B"
"LTU","RADIOEQT","TOT","1000000HAB","A","2008",5.32,
"LTU","RADIOEQT","TOT","1000000HAB","A","2009",4.74,
"LTU","RADIOEQT","TOT","1000000HAB","A","2010",4.52,
"LTU","RADIOEQT","TOT","1000000HAB","A","2011",6.6,
"LTU","RADIOEQT","TOT","1000000HAB","A","2012",5.69,
"LTU","RADIOEQT","TOT","1000000HAB","A","2013",7.78,
"LTU","RADIOEQT","TOT","1000000HAB","A","2014",8.53,
"LTU","RADIOEQT","TOT","1000000HAB","A","2015",7.92,
"LTU","RADIOEQT","TOT","1000000HAB","A","2016",8.02,
"LTU","RADIOEQT","TOT","1000000HAB","A","2017",7.42,
"LTU","RADIOEQT","TOT","1000000HAB","A","2018",8.21,
"LTU","RADIOEQT","TOT","1000000HAB","A","2019",8.59,
"LTU","RADIOEQT","TOT","1000000HAB","A","2020",7.87,
"BEL","RADIOEQT","TOT","1000000HAB","A","2000",12.49,
"BEL","RADIOEQT","TOT","1000000HAB","A","2001",13.12,
"BEL","RADIOEQT","TOT","1000000HAB","A","2002",12.68,
"BEL","RADIOEQT","TOT","1000000HAB","A","2003",12.63,
"BEL","RADIOEQT","TOT","1000000HAB","A","2004",12.76,
"BEL","RADIOEQT","TOT","1000000HAB","A","2005",12.79,
"BEL","RADIOEQT","TOT","1000000HAB","A","2006",12.8,
"BEL","RADIOEQT","TOT","1000000HAB","A","2007",14.12,
"BEL","RADIOEQT","TOT","1000000HAB","A","2008",14.66,
"BEL","RADIOEQT","TOT","1000000HAB","A","2009",14.45,
"BEL","RADIOEQT","TOT","1000000HAB","A","2010",15.14,
"BEL","RADIOEQT","TOT","1000000HAB","A","2011",15.31,
"BEL","RADIOEQT","TOT","1000000HAB","A","2012",15.04,
"BEL","RADIOEQT","TOT","1000000HAB","A","2013",16.85,
"BEL","RADIOEQT","TOT","1000000HAB","A","2014",18.2,
"BEL","RADIOEQT","TOT","1000000HAB","A","2015",18.09,
"BEL","RADIOEQT","TOT","1000000HAB","A","2016",17.74,
"BEL","RADIOEQT","TOT","1000000HAB","A","2017",18.37,
"NOR","RADIOEQT","TOT","1000000HAB","A","2016",12.42,
"NOR","RADIOEQT","TOT","1000000HAB","A","2017",12.13,
"NOR","RADIOEQT","TOT","1000000HAB","A","2018",11.86,
"NOR","RADIOEQT","TOT","1000000HAB","A","2019",11.78,
"NOR","RADIOEQT","TOT","1000000HAB","A","2020",11.74,
